latitude,longitude,land_use_label,distance_to_waterbody,distance_to_open_space,subzone,planning_area,region,elevation,temp_2024_04_07_min,temp_2024_04_07_max,temp_2024_04_07_median,temp_2024_04_08_min,temp_2024_04_08_max,temp_2024_04_08_median,temp_2024_04_09_min,temp_2024_04_09_max,temp_2024_04_09_median,temp_2024_04_10_min,temp_2024_04_10_max,temp_2024_04_10_median
1.404805014,103.8897538,WATERBODY,0,0.0002257947109,MATILDA,PUNGGOL,NORTH-EAST REGION,0,28.02203868,28.88073591,28.02203868,26.73399283,28.88073591,28.32807244,27.65460516,29.87867939,28.52189831,26.68590763,27.65460516,27.33170599
1.32683954,103.7240919,COMMERCIAL & RESIDENTIAL,0.003478479576,0.001274813804,TAMAN JURONG,JURONG WEST,WEST REGION,12,28.45138729,30.16878175,30.16878175,28.02203868,33.60357067,30.16878175,29.87867939,34.14284852,31.2064961,27.65460516,31.85229445,29.75344981
1.328598694,103.7044251,BUSINESS 2,0.0005487134098,0.006462812676,KIAN TECK,JURONG WEST,WEST REGION,8,33.60357067,34.03291929,33.60357067,28.02203868,34.46226791,30.65398287,26.04010928,34.918152,31.62311222,26.04010928,32.82099198,31.52939527
1.336892445,103.7049958,WATERBODY,3.39E-05,0.001479159088,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,14,28.45138729,30.16878175,28.88073591,28.02203868,33.17422206,30.21755644,29.87867939,31.52939527,31.04504651,27.33170599,31.52939527,28.62330269
1.332604214,103.7074244,BUSINESS 2,0.0005936470267,0.002953464503,KIAN TECK,JURONG WEST,WEST REGION,14,33.60357067,34.03291929,33.60357067,28.45138729,34.89161652,31.04163461,26.04010928,35.69345547,32.82099198,26.04010928,32.82099198,31.52939527
1.33000359,103.7119865,BUSINESS 2,0.002149618188,0.002935970188,CHIN BEE,JURONG WEST,WEST REGION,12,34.03291929,34.03291929,34.03291929,28.45138729,34.89161652,32.49558007,26.04010928,35.69345547,32.78606743,26.04010928,32.17519363,31.52939527
1.342030584,103.7064792,RESIDENTIAL,0.003113939418,0.001686449922,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,23,30.16878175,33.17422206,30.16878175,28.45138729,34.03291929,30.26633113,29.87867939,34.53050026,31.47934081,28.62330269,32.17519363,31.2064961
1.336059495,103.7156747,BUSINESS 2,0.002142760543,0.00244088851,CHIN BEE,JURONG WEST,WEST REGION,13,33.60357067,34.03291929,33.60357067,28.02203868,34.89161652,30.460157,26.04010928,35.69345547,31.42928635,26.04010928,32.17519363,31.52939527
1.337072833,103.7104531,BUSINESS 2,0.0007906353345,0.001648285883,CHIN BEE,JURONG WEST,WEST REGION,12,33.60357067,34.03291929,33.60357067,28.45138729,34.46226791,30.460157,26.04010928,35.30580373,31.80223999,26.04010928,32.17519363,31.52939527
1.342354251,103.7119888,RESIDENTIAL,0.004304182807,0.0007048411693,BOON LAY PLACE,JURONG WEST,WEST REGION,15,30.16878175,30.16878175,30.16878175,28.45138729,33.60357067,30.21755644,29.87867939,32.9798933,31.42928635,27.33170599,31.85229445,30.88359692
1.346586103,103.7135684,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,0.007174560697,0.001753584541,BOON LAY PLACE,JURONG WEST,WEST REGION,20,28.45138729,30.16878175,30.16878175,28.45138729,33.60357067,30.16878175,29.87867939,32.59224156,31.42928635,27.33170599,31.52939527,28.78475228
1.346376123,103.7087697,ROAD,0.004329668396,0.002215608391,BOON LAY PLACE,JURONG WEST,WEST REGION,19,28.45138729,30.16878175,29.09541021,28.02203868,33.17422206,30.16878175,27.33170599,31.52939527,30.65398287,27.33170599,31.52939527,28.62330269
1.351069936,103.7014701,RESIDENTIAL,0.0001089550677,0.0004717908019,YUNNAN,JURONG WEST,WEST REGION,19,28.45138729,33.60357067,30.16878175,28.02203868,34.03291929,30.26633113,29.87867939,34.918152,31.47934081,26.36300846,31.52939527,31.04504651
1.331387407,103.7176534,BUSINESS 2,0.003692366698,0.0009415878628,CHIN BEE,JURONG WEST,WEST REGION,11,34.03291929,34.46226791,34.03291929,27.16334145,34.89161652,31.42928635,26.04010928,35.69345547,31.42928635,26.04010928,32.17519363,31.52939527
1.351279335,103.7139074,EDUCATIONAL INSTITUTION,0.00512347746,0.00207897533,HONG KAH,JURONG WEST,WEST REGION,15,33.60357067,34.03291929,33.60357067,28.02203868,34.89161652,30.65398287,26.04010928,35.69345547,32.82099198,26.04010928,32.82099198,31.52939527
1.352857394,103.7205583,RESERVE SITE,0.0004954727362,0.001381054593,HONG KAH,JURONG WEST,WEST REGION,15,30.16878175,30.16878175,30.16878175,28.45138729,33.60357067,30.26633113,29.87867939,34.14284852,31.42928635,27.33170599,31.85229445,30.88359692
1.353122148,103.7270955,OPEN SPACE,0.000510840955,0,HONG KAH,JURONG WEST,WEST REGION,6,28.45138729,30.16878175,30.16878175,28.02203868,33.60357067,30.21755644,29.87867939,34.14284852,31.42928635,27.33170599,32.17519363,28.62330269
1.351477436,103.7080652,OPEN SPACE,0.0039201939,0,WENYA,JURONG WEST,WEST REGION,12,28.45138729,33.60357067,31.67150191,28.02203868,34.03291929,30.460157,26.36300846,34.918152,31.52939527,26.36300846,31.85229445,31.04504651
1.241427402,103.8509288,SPORTS & RECREATION,0.008543176219,0.00761780748,UNKNOWN,UNKNOWN,UNKNOWN,0,30.16878175,30.16878175,30.16878175,28.45138729,33.60357067,30.41138231,29.87867939,31.85229445,31.42928635,28.62330269,31.85229445,31.36794569
1.22146181,103.8566349,UTILITY,0.02570236341,0.005183450666,UNKNOWN,UNKNOWN,UNKNOWN,25,28.45138729,28.88073591,28.6660616,27.16334145,29.31008452,28.38972986,27.65460516,30.26633113,28.90955005,27.00880681,27.97750434,27.65460516
1.225323992,103.8600371,SPORTS & RECREATION,0.02508450857,0.009819660426,UNKNOWN,UNKNOWN,UNKNOWN,0,28.88073591,29.31008452,28.88073591,28.02203868,29.49102765,28.88073591,27.33170599,30.26633113,29.49102765,27.33170599,28.62330269,27.65460516
1.213991153,103.8348318,SPORTS & RECREATION,0.02473411051,0.01156266684,UNKNOWN,UNKNOWN,UNKNOWN,23,28.88073591,28.88073591,28.88073591,28.02203868,29.31008452,28.88073591,27.97750434,30.26633113,29.29720178,27.00880681,27.97750434,27.65460516
1.231136349,103.8379375,SPORTS & RECREATION,0.008895786908,0.0075856331,UNKNOWN,UNKNOWN,UNKNOWN,17,28.88073591,28.88073591,28.88073591,28.02203868,29.31008452,28.88073591,27.33170599,30.26633113,29.49102765,27.33170599,27.97750434,27.65460516
1.359414687,103.7686231,RESIDENTIAL,0.004753660953,0.001113256793,NATURE RESERVE,BUKIT PANJANG,WEST REGION,30,30.16878175,33.17422206,30.16878175,28.02203868,34.03291929,30.26633113,29.87867939,34.918152,31.47934081,26.36300846,31.52939527,30.88359692
1.384906033,103.7683308,WATERBODY,0,0.0002236762242,SAUJANA,BUKIT PANJANG,WEST REGION,43,28.45138729,30.16878175,28.45138729,28.45138729,33.17422206,30.16878175,29.87867939,31.52939527,30.65398287,27.33170599,31.52939527,28.62330269
1.382200428,103.7605054,UTILITY,0.0005258489282,0.001109873015,SENJA,BUKIT PANJANG,WEST REGION,32,28.88073591,29.31008452,28.88073591,28.45138729,31.88617621,30.16878175,28.62330269,31.42928635,30.65398287,27.33170599,31.52939527,28.62330269
1.388122036,103.758707,PARK,0.004353317869,0,SENJA,BUKIT PANJANG,WEST REGION,37,28.88073591,28.88073591,28.88073591,28.02203868,29.10337592,28.88073591,27.33170599,30.65398287,29.49102765,27.65460516,28.62330269,27.65460516
1.380364266,103.7675552,WATERBODY,0,0.0005230023545,FAJAR,BUKIT PANJANG,WEST REGION,31,29.31008452,29.31008452,29.31008452,28.45138729,30.26633113,29.87867939,27.65460516,30.65398287,30.26633113,27.33170599,28.62330269,28.62330269
1.223904743,103.8527526,UTILITY,0.0214581714,0.003331162625,UNKNOWN,UNKNOWN,UNKNOWN,29,28.88073591,28.88073591,28.88073591,27.16334145,29.31008452,28.88073591,27.65460516,30.26633113,29.49102765,27.33170599,27.97750434,27.65460516
1.38336436,103.7726883,TRANSPORT FACILITIES,0.004383805436,0.00112065251,FAJAR,BUKIT PANJANG,WEST REGION,43,28.88073591,28.88073591,28.88073591,27.59269006,30.16878175,28.88073591,27.33170599,30.88359692,30.26633113,27.33170599,30.88359692,27.65460516
